# Gboard Dictionary version:2
# Gboard Dictionary format:shortcut	word	language_tag	pos_tag
tỳ	tyo		
khuân	Kha		
loang	l8Z		
xiêu	xh6		
xắt	x41		
khẽ	Kex		
phèn	fo2		
ngoai	NrZ		
thiu	Tk6		
trắm	R01		
xiên	xd6		
vót	vyS		
rè	ref		
khỉnh	KmR		
chây	CBz		
rụt	rmj		
vàm	vjf		
phết	fc1		
nhảm	yjr		
giẫm	jDx		
phiện	fdC		
xoăn	xL6		
nấp	nys		
cọng	czJ		
diết	DjS		
quẫn	q74		
khiêng	KgZ		
càn	ckf		
hót	hyS		
ỉ	zir		
nực	nNj		
tươm	tb0		
gán	gks		
cựa	czy		
xèo	xJ2		
nhếch	yVs		
nhả	yar		
phào	fp2		
khờ	Kdf		
rít	rDS		
ngác	NSs		
nài	nGf		
chuốt	Cse		
thụt	Tm5		
cuông	cra		
rôm	rzz		
chày	CTf		
sàm	sjf		
nhão	ypx		
toái	tr7		
um	zka		
pô	p06		
ny	nya		
mỗ	m0X		
đờm	dpF		
giũ	jux		
bở	bdr		
lấm	lDs		
chun	CKa		
lùa	lci		
tậu	t55		
kháu	Kts		
mầu	m5f		
đần	d7f		
khùng	Kvi		
cơi	cxZ		
hươu	h4a		
sọc	snJ		
ẵm	z0x		
ruổi	rmu		
huê	hGa		
thò	To8		
loà	lCF		
suông	sra		
pan	pk0		
nhoà	yCF		
đáu	dts		
bèn	bof		
nhói	ylS		
răm	r0z		
oải	zrR		
ngẩm	NDr		
móp	mNS		
đẩu	d5r		
tròng	Rz8		
chệch	CVj		
chạc	CSj		
sến	srs		
quáng	qK1		
nải	nGr		
rèm	rHf		
cật	c9j		
ừ	zUi		
phăng	f20		
giỡn	j1X		
chùng	Cvi		
mả	mar		
lố	l0S		
bêu	bUz		
vỉ	vir		
lạy	lTj		
khoé	KbS		
nhừ	yUi		
cữu	cRw		
húng	hve		
chuồn	CCi		
lặt	l4j		
nghiến	WdS		
truỵ	RbY		
lin	lKZ		
tiệt	tjC		
tét	tP1		
quới	qx7		
giếm	jls		
dơ	Ddz		
dĩnh	DmX		
phìn	fK8		
nhợt	y3J		
luông	lra		
un	zKa		
nghê	WEz		
nhún	yKe		
bốt	bRS		
mãng	mKx		
ngông	NtZ		
lọi	llJ		
duỗi	Dmw		
ngưởng	Nsr		
kham	Kjz		
hoe	hbZ		
dĩa	Dvx		
soái	srS		
goá	gCS		
bệt	bcj		
thảnh	TW3		
ổng	ztR		
sứa	sze		
ton	tS6		
khò	KoF		
hẻo	hJr		
đằm	d0f		
thót	Ty7		
mú	mus		
rẩy	rBr		
víu	vkS		
xối	xq7		
toé	tb7		
rứa	rze		
ngải	NGr		
dìm	DQf		
riêu	rhZ		
thơi	Tx6		
ngớ	Nds		
ky	kya		
vạy	vTj		
há	has		
tía	tv1		
phui	fjA		
lài	lGf		
moóc	mMS		
thau	Tt0		
nết	ncs		
đờ	ddf		
lâng	l8z		
xoong	xP6		
tuôn	tCA		
dấm	DDs		
him	hQz		
sủ	sur		
ran	rkz		
nớt	n3S		
tóp	tN7		
gành	gWf		
bướng	bss		
lặc	lxj		
cui	cja		
bềnh	bYf		
miết	mjS		
lẽo	lJx		
náu	nts		
gù	guf		
cáng	cKs		
banh	bWz		
rả	rar		
quệt	qc5		
ngạo	Npj		
chằm	C0f		
quệ	qE5		
hú	hus		
chực	CNj		
hiu	hkZ		
re	rez		
khiên	KdZ		
nọc	nnJ		
bôn	bhz		
bết	bcs		
rú	rus		
bét	bPs		
mẩy	mBr		
loát	lBS		
chĩa	Cvx		
nhá	yas		
liếng	lgS		
sấp	sys		
rinh	rmZ		
hoắc	hUS		
ắt	z4s		
vẩy	vBr		
khất	K9s		
nấng	n8s		
nái	nGs		
nhẩm	yDr		
lảng	lKr		
sin	sKZ		
cữ	cUw		
rục	rgy		
rìa	rvf		
nhăng	y2z		
liếc	lcS		
dền	Drf		
núm	nke		
kẻo	kJr		
xúi	xjE		
mạt	mqj		
cưu	cRa		
khuỷu	KMu		
búi	bje		
hích	hCs		
bu	buz		
chíp	CvS		
nháp	yfs		
kỉnh	kmR		
đểu	dUr		
chong	CzZ		
chịt	CDJ		
vằn	v1f		
sấm	sDs		
nhổn	yhr		
nhen	yoz		
lừ	lUi		
nhỉnh	ymR		
chiu	CkZ		
xóc	xn7		
rủa	rcu		
nộm	nzj		
phốt	fR7		
ngát	Nqs		
héc	hFs		
đanh	dWz		
mia	mvz		
vồ	v0F		
dốt	DRS		
đềm	dXf		
sẩy	sBr		
lụng	lvy		
nẻ	ner		
ganh	gWz		
chầm	CDf		
nơm	npZ		
mọt	myJ		
ụ	zuj		
riềng	rgF		
nịnh	nmJ		
nhẽo	yJx		
dôi	DqZ		
chừa	Czi		
tùm	tko		
ngóc	NnS		
mún	mKe		
xỏ	xo9		
vát	vqs		
vẩn	v7r		
thặng	T25		
hám	hjs		
gài	gGf		
loi	llZ		
chưởng	Csr		
nhại	yGj		
muội	mmy		
rạ	raj		
hớ	hds		
xẻo	xJ3		
nòi	nlF		
luẩn	lhu		
líu	lkS		
xy	xyA		
máng	mKs		
tấy	tB1		
nhảnh	yWr		
gổ	g0R		
cụi	cjy		
ắng	z2s		
trê	RE0		
rớm	rpS		
hóng	hzS		
ú	zus		
trỏ	Ro9		
nép	nMs		
lụi	ljy		
cùi	cji		
rứt	rTe		
pôn	ph0		
đỉa	dvr		
ố	z0S		
đận	d7j		
choạng	C8J		
ngốn	Nhs		
đoái	drS		
diệm	Dlj		
mền	mrf		
hợt	h3J		
siêng	sgZ		
tánh	tW1		
nhấm	yDs		
đọ	doJ		
rựa	rzy		
ghẹo	GJj		
đênh	dYz		
sứt	sTe		
nít	nDS		
gẫy	gBx		
cỗi	cqX		
bịu	bkJ		
loanh	l9Z		
mánh	mWs		
lỉnh	lmR		
khư	KUa		
rết	rcs		
dế	DEs		
xâu	x50		
nứa	nze		
nhẽ	yex		
diệc	DcJ		
đác	dSs		
cợt	c3J		
nhím	yQs		
toại	trC		
bặt	b4j		
cỏi	clR		
xúm	xkE		
sính	smS		
mói	mlS		
đùn	dKi		
tru	Ru0		
đày	dTf		
xuýt	xJE		
thóp	TN7		
veo	vJz		
dúm	Dke		
cặm	c0j		
lỳ	lyi		
giẻ	jer		
thỉ	Ti3		
rịch	rCj		
phin	fK6		
mếu	mUs		
lự	lUy		
thố	T07		
săm	s0z		
khảm	Kjr		
pơ	pd0		
ghẻ	Ger		
hỉ	hir		
chợp	C2J		
thảy	TT3		
quặc	qx5		
núc	nge		
vạc	vSj		
thui	TjA		
thoắt	TX7		
ngỗng	NtX		
nớp	n2S		
mằn	m1f		
thuyển	TlU		
rọi	rlJ		
trìu	Rk8		
thẫn	T74		
gặng	g2j		
khăm	K0z		
gianh	jWz		
guồng	gri		
biếm	bls		
nhúc	yge		
khấn	K7s		
hấn	h7s		
thẹn	To5		
quầng	q82		
lù	luf		
bập	byj		
ắc	zxs		
loạng	l8J		
thào	Tp2		
ngò	NoF		
tiều	th8		
phom	fQ6		
mỵ	myy		
chum	Cka		
gút	gms		
xéo	xJ1		
ứa	zze		
tuộc	tDY		
trạc	RS5		
phùn	fKo		
phàng	fK2		
rúp	rne		
ngoi	NlZ		
chẻ	Cer		
nhọt	yyJ		
inh	zmZ		
hí	his		
giễu	jhX		
rạc	rSj		
mịch	mCj		
lết	lcs		
cồ	c0F		
náy	nTs		
au	ztz		
đượm	dbj		
rầy	rBf		
phàm	fj2		
hửng	hnr		
ngầu	N5f		
nẹp	nMj		
phũ	fu4		
hù	huf		
quặn	q15		
nán	nks		
rộp	rTJ		
ợ	zdj		
hững	hnx		
tành	tW2		
mân	m7z		
xập	xy5		
ù	zuf		
trồi	Rq8		
trịa	Rv5		
ngùn	NKi		
kìa	kvf		
xiển	xd9		
hên	hrz		
sậm	sDj		
mụ	muj		
gặm	g0j		
dả	Dar		
ngụt	Nmj		
mui	mja		
bống	btS		
dầy	DBf		
chườm	Cbf		
sới	sxS		
ngẩng	N8r		
áy	zTs		
đĩnh	dmX		
lủi	lju		
en	zoz		
giuộc	jDy		
rợ	rdj		
lẹ	lej		
hẹ	hej		
gáp	gfs		
phiệt	fjC		
ngước	NWe		
chòm	CQF		
pù	pu2		
kình	kmF		
khàn	Kkf		
nục	ngy		
mố	m0S		
trừu	RRo		
mỉa	mvr		
gả	gar		
cọp	cNJ		
ngấn	N7s		
nãy	nTx		
háng	hKs		
tót	ty7		
cộc	cfJ		
chẵn	C1x		
beng	bZZ		
vịn	vKJ		
phuy	fbA		
cuồn	cCi		
táp	tf1		
nhứt	yTe		
miễu	mhX		
lắt	l4s		
khem	KHz		
cạm	cjj		
hùn	hKi		
lằn	l1f		
chùn	CKi		
bẹn	boj		
xụp	xnY		
mề	mEf		
nua	nca		
hục	hgy		
đẽo	dJx		
thổn	Th3		
hực	hNj		
nuông	nra		
nu	nuz		
sình	smF		
nhuế	yGe		
xém	xH1		
cheo	CJz		
viêng	vgZ		
diêu	DhZ		
hoen	h4Z		
bẹ	bej		
ngấy	NBs		
mé	mes		
xộc	xfC		
rượi	rpy		
hừng	hnf		
xuể	xGU		
thình	Tm8		
gồ	g0F		
xẻng	xZ9		
cún	cKe		
trám	Rj1		
thướt	TtE		
oái	zrS		
vánh	vWs		
típ	tv7		
sy	sya		
rươi	rpa		
nướu	n4e		
mơn	m1Z		
móm	mQS		
chãi	CGx		
tộ	t0C		
thớ	Td1		
nhạn	ykj		
ngai	NGz		
chấu	C5s		
hì	hif		
rợp	r2J		
nhót	yyS		
ke	kez		
chồi	CqF		
voọc	vMJ		
uổng	zru		
phiếm	fl1		
phèo	fJ2		
đoài	drF		
gãi	gGx		
uế	zGe		
khấm	KDs		
hộc	hfJ		
xo	xo6		
mảy	mTr		
gấc	g6s		
ỳ	zyi		
lòi	llF		
xoà	xC8		
tắp	t31		
vông	vtZ		
trôm	Rz0		
nin	nKZ		
hê	hEz		
bòn	bSF		
nhẵn	y1x		
chửa	Czu		
đước	dWe		
khui	Kja		
chới	CxS		
vèo	vJf		
thỉu	Tk9		
te	te0		
sên	srz		
nhòm	yQF		
đìa	dvf		
dam	Djz		
phích	fC1		
đơ	ddz		
biền	bdF		
bẽ	bex		
ó	zoS		
hạo	hpj		
chớm	CpS		
vón	vSS		
rói	rlS		
đuốc	dDe		
hau	htz		
dó	DoS		
thủi	TjU		
nhằng	y2f		
ạch	zgj		
bụt	bmj		
tửu	tRU		
dà	Daf		
uẩn	zhu		
toác	t57		
quỵt	qVY		
phờ	fd2		
bọng	bzJ		
uể	zGu		
ráy	rTs		
đúp	dne		
dúi	Dje		
díu	DkS		
vù	vuf		
khè	Kef		
chóc	CnS		
beo	bJz		
tuốt	tsE		
hùa	hci		
ngụm	Nky		
thày	TT2		
lụp	lny		
chình	CmF		
soài	srF		
rên	rrz		
bịp	bvJ		
boong	bPZ		
rìu	rkF		
nhản	ykr		
chóp	CNS		
cầy	cBf		
nhạo	ypj		
khoi	KlZ		
giũa	jcw		
tĩu	tkB		
nhàu	ytf		
nghiễm	Wlx		
nếnh	nYs		
nùng	nvi		
mót	myS		
chột	CRJ		
vắn	v1s		
mỏm	mQR		
bua	bca		
ém	zHs		
rưới	rpe		
báng	bKs		
xốt	xR7		
rởm	rpR		
nườm	nbf		
niềng	ngF		
nghịt	WDJ		
rảo	rpr		
lỵ	lyy		
bìu	bkF		
vừ	vUi		
truân	RhA		
quẩy	qB3		
nượp	nqy		
dẹt	DPj		
sắng	s2s		
rỗ	r0X		
rần	r7f		
vầng	v8f		
lể	lEr		
gờ	gdf		
đuông	dra		
dấp	Dys		
tuýt	tJE		
them	TH0		
thẫm	TD4		
quẹo	qJ5		
thít	TD7		
lổ	l0R		
yểu	z3u		
ló	loS		
lãn	lkx		
khoải	KrR		
loáng	l8S		
kịt	kDJ		
bờm	bpF		
xẩy	xB3		
xẹp	xM5		
khập	Kyj		
quằn	q12		
mần	m7f		
loá	lCS		
nhoi	ylZ		
diếp	DGS		
tăn	t10		
kiển	kdR		
rặng	r2j		
quyệt	q2Y		
sám	sjs		
sạ	saj		
giặm	j0j		
bẵng	b2x		
sủi	sju		
mống	mtS		
chử	CUu		
tầu	t52		
tằn	t12		
quánh	qW1		
nhộng	ytJ		
nê	nEz		
đoản	dsR		
ăng	z2z		
tếu	tU1		
muồi	mmi		
vái	vGs		
trát	Rq1		
bấu	b5s		
lơi	lxZ		
lẵng	l2x		
hách	hgs		
nhơ	ydz		
liếm	lls		
toanh	t96		
nhốn	yhs		
ngoa	NCZ		
ròi	rlF		
biếc	bcS		
úa	zce		
tưởi	tpU		
xó	xo7		
ửng	znr		
lợm	lpJ		
lềnh	lYf		
tể	tE3		
ngươi	Npa		
yểm	z0u		
rì	rif		
nầm	nDf		
gẫm	gDx		
cảo	cpr		
sọt	syJ		
nhám	yjs		
nằng	n2f		
gáo	gps		
chường	Csf		
ớn	z1S		
nhãng	yKx		
lủng	lvu		
túp	tnE		
nuột	nsy		
xốc	xf7		
thênh	TY0		
khiễng	KgX		
điếm	dls		
đẵng	d2x		
chuân	Cha		
bun	bKa		
hui	hja		
hói	hlS		
chộp	CTJ		
chơ	Cdz		
po	po6		
loè	lbF		
hua	hca		
gàu	gtf		
nhuốm	y5e		
nhoài	yrF		
khuếch	K9e		
quắt	q41		
phảng	fK3		
luy	lba		
húp	hne		
cuội	cmy		
bẫm	bDx		
dật	D9j		
nhặn	y1j		
pao	pp0		
xáng	xK1		
khước	KWe		
đoạ	dCJ		
bằm	b0f		
thủa	TcU		
quại	qG5		
lình	lmF		
huề	hGi		
voan	vsZ		
nghinh	WmZ		
vó	voS		
pay	pT0		
nhoè	ybF		
dằng	D2f		
bĩnh	bmX		
trấu	R51		
nựng	nnj		
dau	Dtz		
nè	nef		
vại	vGj		
ớ	zds		
niêu	nhZ		
lợ	ldj		
lêu	lUz		
rim	rQz		
ram	rjz		
oằn	zLF		
loăng	lWZ		
dãn	Dkx		
tởm	tp9		
nanh	nWz		
đơm	dpZ		
búng	bve		
hạp	hfj		
ghém	GHs		
ngáp	Nfs		
giãy	jTx		
láy	lTs		
nồm	nzf		
lạn	lkj		
nhem	yHz		
nhài	yGf		
chồm	Czf		
bụ	buj		
xép	xM1		
oăm	zVZ		
gờm	gpF		
trề	RE2		
máo	mps		
chờn	C1F		
trằn	R12		
lũi	ljw		
liềm	llf		
lải	lGr		
khạc	KSj		
gộc	gfJ		
chọt	CyJ		
ngọng	NzJ		
khua	Kca		
xom	xQ6		
ria	rvz		
ngòm	NQF		
ngoảnh	N9R		
ngoặc	NUJ		
nẹt	nPj		
sìn	sKF		
chuốc	CDe		
toang	t86		
sua	sca		
nghía	Wvs		
lẩm	lDr		
trịch	RC5		
quắp	q31		
dượt	Dty		
tau	tt0		
ghề	GEf		
sủng	svu		
dua	Dca		
tạnh	tW5		
sực	sNj		
bự	bUy		
tíu	tk7		
còm	cQF		
cạch	cgj		
mun	mKa		
tủa	tcU		
lứt	lTe		
kiềng	kgF		
gùi	gji		
sề	sEf		
phập	fy5		
mùn	mKi		
loã	lCX		
guốc	gDe		
phúng	fvE		
hủi	hju		
hỡi	hxX		
chác	CSs		
pi	pi0		
pà	pa2		
mõm	mQX		
nhè	yef		
mũm	mkw		
mĩm	mQx		
lẹt	lPj		
bõm	bQX		
tuế	tGE		
ké	kes		
gien	joz		
quạnh	qW5		
hác	hSs		
thiếc	Tc7		
riu	rkZ		
nưa	nza		
thảng	TK3		
noãn	nsX		
bâng	b8z		
soán	ssS		
nịch	nCj		
nhó	yoS		
thăn	T10		
nũng	nvw		
giụa	jcy		
moong	mPZ		
khêu	KUz		
kếch	kVs		
dòi	DlF		
nhũn	yKw		
vẻn	vor		
nhữ	yUw		
cuỗm	c5w		
chửng	Cnr		
ngăm	N0z		
boa	bCZ		
ươn	zfa		
mớm	mpS		
quơ	qd0		
giương	jsz		
xổm	xz3		
lìm	lQf		
lèn	lof		
điếng	dgS		
phớ	fd1		
gẫu	g5x		
phỉ	fi3		
ngổ	N0R		
loé	lbS		
diếm	Dls		
dậm	DDj		
đăm	d0z		
chin	CKZ		
nhúm	yke		
kị	kij		
guy	gba		
dửng	Dnr		
trượng	Rs5		
thẩn	T73		
nhuỵ	yby		
giập	jyj		
cói	clS		
bỉu	bkR		
xơi	xx6		
thoăn	TL6		
phẩy	fB3		
nhiếc	ycS		
duật	Ddy		
ríu	rkS		
hênh	hYz		
truồng	Rro		
nhum	yka		
nhom	yQZ		
nia	nvz		
gợn	g1J		
soa	sCZ		
giòi	jlF		
tửng	tn3		
khuây	K8a		
kiếng	kgS		
dụi	Djy		
nệ	nEj		
liệm	llj		
rọ	roJ		
nhú	yus		
hiềm	hlf		
ghim	GQz		
thiển	Td9		
đồm	dzf		
khom	KQZ		
dùm	Dki		
vối	vqS		
lè	lef		
khứa	Kze		
èo	zJf		
doi	DlZ		
đoa	dCZ		
mạp	mfj		
địu	dkJ		
cở	cdr		
vạm	vjj		
thó	To7		
tời	tx8		
miều	mhF		
lọng	lzJ		
khèn	Kof		
rua	rca		
quạ	qa5		
thược	TWY		
rắm	r0s		
ngụp	Nny		
trườn	Rfo		
thím	TQ1		
cộp	cTJ		
thồ	T08		
gằn	g1f		
bấn	b7s		
xị	xi5		
rớ	rds		
huổi	hmu		
cùm	cki		
phủi	fjU		
ngoằn	NLF		
khà	Kaf		
hủa	hcu		
sổng	stR		
peng	pZ6		
nghèn	Wof		
xuề	xGo		
nghét	WPs		
lới	lxS		
khố	K0S		
xệch	xV5		
rữa	rzw		
nghếch	WVs		
rúm	rke		
ngoạ	NCJ		
quềnh	qY2		
mẫm	mDx		
khong	KzZ		
ăm	z0z		
phò	fo8		
mấp	mys		
kiết	kjS		
xình	xm8		
lé	les		
gàn	gkf		
đảnh	dWr		
ậm	zDj		
trối	Rq7		
nhăm	y0z		
nạng	nKj		
dòm	DQF		
chề	CEf		
xỉa	xv3		
rắp	r3s		
viển	vdR		
uột	zsy		
mợ	mdj		
bủn	bKu		
thằn	T12		
phăn	f10		
oánh	z9S		
lững	lnx		
lém	lHs		
gôn	ghz		
ang	zKz		
nạm	njj		
kiền	kdF		
bân	b7z		
rĩ	rix		
ngoe	NbZ		
lổng	ltR		
hơ	hdz		
vượn	vfy		
thoang	T86		
bõ	boX		
thòng	Tz8		
som	sQZ		
giậm	jDj		
réo	rJs		
nịu	nkJ		
muốt	mse		
lia	lvz		
ruồng	rri		
hĩnh	hmX		
xum	xkA		
tráp	Rf1		
toàng	t88		
mành	mWf		
mòi	mlF		
lúm	lke		
gí	jis		
xuyết	xQE		
phới	fx7		
chúi	Cje		
tàm	tj2		
sũng	svw		
phên	fr0		
nhử	yUu		
rỏi	rlR		
hu	huz		
trảm	Rj3		
hập	hyj		
nhe	yez		
meo	mJz		
gọng	gzJ		
nhễ	yEx		
truông	RrA		
seng	sZZ		
rủng	rvu		
vạng	vKj		
sền	srf		
phầm	fD2		
xổi	xq9		
cũi	cjw		
trọi	RlC		
phia	fv0		
loẹt	lJJ		
truất	RdE		
suý	sbe		
mởn	m1R		
giốc	jfS		
bứng	bns		
vuột	vsy		
phay	fT0		
ờ	zdf		
khứu	KRe		
kệch	kVj		
xoã	xCB		
rỉnh	rmR		
nhép	yMs		
khản	Kkr		
dổi	DqR		
chạng	CKj		
bẵm	b0x		
xồng	xt8		
phây	fB0		
mom	mQZ		
lẽn	lox		
bẽn	box		
vanh	vWz		
pen	po0		
nhông	ytZ		
nhẹm	yHj		
leng	lZZ		
kền	krf		
dề	DEf		
vè	vef		
lẩy	lBr		
rộc	rfJ		
nỏ	noR		
lởm	lpR		
tụm	tkY		
nõn	nSX		
ngố	N0S		
vẻo	vJr		
rích	rCs		
nhẻm	yHr		
ghiền	GdF		
đở	ddr		
cóng	czS		
rặn	r1j		
rám	rjs		
oang	z8Z		
nhành	yWf		
chứt	CTe		
xú	xu1		
thốc	Tf7		
thãi	TG4		
rường	rsf		
luộm	l5y		
ghì	Gif		
phẩn	f73		
pá	pa1		
nhèm	yHf		
thiểm	Tl3		
liễn	ldX		
choán	CsS		
bớp	b2S		
tớp	t27		
sớ	sds		
mủi	mju		
đọt	dyJ		
cườm	cbf		
chỏng	CzR		
toi	tl6		
tịt	tDC		
guộc	gDy		
đìu	dkF		
đên	drz		
đốp	dTS		
khuy	Kba		
chiền	CdF		
xúng	xvE		
vê	vEz		
vẳng	v2r		
tréo	RJ1		
keng	kZZ		
hão	hpx		
cheng	CZZ		
í	zis		
dom	DQZ		
thuộm	T5Y		
sỏ	soR		
sậy	sBj		
lú	lus		
hớp	h2S		
sém	sHs		
sác	SSs		
nhạnh	yWj		
ngộp	NTJ		
mọ	moJ		
gun	gKa		
xoàn	xs8		
vằng	v2f		
toạc	t5C		
rí	ris		
rằn	r1f		
ngái	NGs		
xuý	xbE		
xính	xm7		
tuốc	tDE		
thây	TB0		
qúa	qa1		
đẫy	dBx		
trớn	R17		
hòi	hlF		
sờn	s1F		
tuềnh	tAo		
gột	gRJ		
lét	lPs		
rin	rKZ		
mọn	mSJ		
tâng	t80		
mẹt	mPj		
húi	hje		
buột	bsy		
tray	RT0		
quẳng	q23		
ngâu	N5z		
duân	Dha		
thom	TQ6		
ngỗ	N0X		
nghệch	WVj		
xôm	xz0		
phang	fK0		
ọp	zNJ		
đon	dSZ		
toáng	t87		
thoan	Ts6		
sái	sGs		
nhởn	y1R		
lúi	lje		
rọc	rnJ		
gạn	gkj		
ẹp	zMj		
dững	Dnx		
trụng	RvY		
thều	TU2		
rạo	rpj		
nịt	nDJ		
ngoèo	NFF		
mèn	mof		
dực	DNj		
dõng	DzX		
làu	ltf		
kin	kKZ		
duyện	Dly		
đung	dva		
ngoạc	N5J		
tút	tm1		
trờ	Rd2		
sì	sif		
cót	cyS		
vợi	vxJ		
nhao	ypz		
nhặng	y2j		
chởm	CpR		
bươu	b4a		
xang	xK0		
vược	vWy		
vam	vjz		
ngấp	Nys		
xuê	xGA		
nhố	y0S		
bìm	bQf		
véo	vJs		
vảng	vKr		
thàng	TK2		
sồi	sqF		
queo	qJ0		
khuâng	K7a		
ươi	zpa		
ngụa	Ncy		
ngoáy	NES		
ỉm	zQr		
hậm	hDj		
gằm	g0f		
túa	tcE		
sẩm	sDr		
rọt	ryJ		
khuông	Kra		
huyến	hle		
xắc	xx1		
soạng	s8J		
piêu	ph6		
đật	d9j		
đẫn	d7x		
tủm	tkU		
rủn	rKu		
choẹ	CbJ		
xiêng	xg6		
viềng	vgF		
tằng	t22		
pó	po7		
xoe	xb6		
ngắc	Nxs		
lởi	lxR		
hom	hQZ		
ã	zax		
sồng	stF		
rụm	rky		
páo	pp1		
nhảu	ytr		
khựng	Knj		
kháp	Kfs		
hoác	h5S		
thọc	TnC		
rắt	r4s		
giắt	j4s		
đỏng	dzR		
tỉm	tQ3		
lói	llS		
khau	Ktz		
trùn	RKo		
trạo	Rp5		
soóc	sMS		
ới	zxS		
kẻng	kZR		
sượt	sty		
qủa	qa3		
hỏn	hSR		
chẹt	CPj		
bện	brj		
téc	tF1		
sõng	szX		
rén	ros		
nhùng	yvi		
gầu	g5f		
dặc	Dxj		
vức	vNs		
phơ	fd0		
nhõng	yzX		
kềm	kXf		
rền	rrf		
nguệch	N9y		
khưu	KRa		
khấp	Kys		
khảnh	KWr		
hựu	hRy		
tược	tWY		
sia	svz		
đin	dKZ		
sượng	ssj		
kháo	Kps		
xẹt	xP5		
trẩy	RB3		
rón	rSS		
quẫy	qB4		
tênh	tY0		
iu	zkZ		
rịn	rKJ		
phạc	fS5		
pác	pS1		
đuống	dre		
quết	qc1		
phấp	fy1		
pê	pE0		
lớ	lds		
hâu	h5z		
bòng	bzF		
thin	TK6		
sui	sja		
quắm	q01		
phiu	fk6		
tiêng	tg6		
róc	rnS		
rận	r7j		
muông	mra		
muồng	mri		
gui	gja		
gong	gzZ		
đúm	dke		
bẳn	b1r		
xốn	xh1		
loe	lbZ		
bẽo	bJx		
vấy	vBs		
truật	RdY		
sõi	slX		
nẩy	nBr		
xút	xm1		
toe	tb6		
tẹo	tJ5		
sật	s9j		
rây	rBz		
nui	nja		
lấu	l5s		
dạc	DSj		
sếu	sUs		
phắt	f41		
lèng	lZF		
khuỵu	KMy		
cắc	cxs		
ruộm	r5y		
kheo	KJz		
hóp	hNS		
gièm	jHf		
bốp	bTS		
bĩ	bix		
xín	xK7		
rưởi	rpu		
phạ	fa5		
nhổm	yzr		
lống	ltS		
gú	gus		
gá	gas		
vưởng	vsr		
rúc	rge		
quặt	q45		
đủi	dju		
chấy	CBs		
chạn	Ckj		
són	sSS		
giát	jqs		
dềnh	DYf		
trét	RP1		
roe	rbZ		
panh	pW0		
lến	lrs		
lằng	l2f		
dộng	DtJ		
đít	dDS		
sển	srr		
lọn	lSJ		
khuyển	Klu		
đủng	dvu		
cợn	c1J		
choai	CrZ		
bươm	bbz		
nhớp	y2S		
gỏng	gzR		
giựt	jTy		
càu	ctf		
tuẫn	thW		
tẹt	tP5		
ré	res		
nhíp	yvS		
chụm	Cky		
vờn	v1F		
sụa	scy		
moan	msZ		
choé	CbS		
chỏ	CoR		
cham	Cjz		
chá	Cas		
nhùn	yKi		
lất	l9s		
dèm	DHf		
vích	vCs		
thút	Tm1		
rum	rka		
nhời	yxF		
khoắng	KWS		
heng	hZZ		
xeo	xJ0		
xè	xe2		
rá	ras		
phử	fUU		
phiêng	fg6		
ních	nCs		
nghịu	WkJ		
lum	lka		
lữa	lzw		
gụ	guj		
chểnh	CYr		
chái	CGs		
búc	bge		
rệu	rUj		
rái	rGs		
quèn	qo2		
ngấu	N5s		
gon	gSZ		
đừ	dUi		
đĩ	dix		
chộn	Chj		
tồng	tt8		
núng	nve		
nót	nyS		
lua	lca		
khạo	Kpj		
giót	jyS		
đòng	dzF		
đẹt	dPj		
trĩnh	RmB		
phễu	fU4		
nầy	nBf		
khểnh	KYr		
giê	jYZ		
cụng	cvy		
xầm	xD2		
lơn	l1Z		
thuồng	Tro		
thoá	TC7		
síp	svS		
phau	ft0		
pắc	px1		
nhẩn	y7r		
nghỉm	WQr		
hẩm	hDr		
bợm	bpJ		
vồn	vhf		
sín	sKS		
ry	rya		
phơn	f16		
pe	pe0		
ngạnh	NWj		
nạnh	nWj		
lườm	lbf		
lảm	ljr		
xuyền	xlo		
trui	RjA		
quýnh	qSE		
bấc	b6s		
nâm	nDz		
chuôi	Cma		
bụp	bny		
rờn	r1F		
què	qe2		
nhắt	y4s		
mèm	mHf		
láu	lts		
choang	C8Z		
phổng	ft9		
nhụt	ymj		
nện	nrj		
lẹm	lHj		
khênh	KYz		
trẽn	Ro4		
sướt	ste		
lảo	lpr		
hoanh	h9Z		
bịn	bKJ		
bậu	b5j		
vùn	vKi		
trư	RUA		
quít	qD7		
ngoắt	NXS		
ỉn	zKR		
chành	CWf		
thếp	TZ1		
nhuốc	yDe		
ngoằng	NWF		
ngheo	WJz		
cáy	cTs		
buy	bba		
lờn	l1F		
toét	tJ7		
nhoẻn	y4R		
kít	kDS		
huyễn	hlw		
hem	hHz		
gía	jas		
cùa	cci		
ướm	zbs		
quao	qp0		
nhim	yQz		
gô	g0Z		
đưng	dnz		
bĩu	bkX		
sẩn	s7r		
hin	hKZ		
sây	sBz		
lỏm	lQR		
giầu	j5f		
xuyệt	xQY		
vãnh	vWx		
nhón	ySS		
lườn	lfi		
khú	Kus		
ưỡn	zfw		
ruỗng	rrw		
pủa	pcU		
chếch	CVs		
thuân	ThA		
nọng	nzJ		
nèo	nJf		
hiều	hhF		
dúa	Dce		
xìu	xk8		
rướn	rfe		
quàn	qk2		
rùm	rki		
ngồn	Nhf		
lìn	lKF		
khoáy	KES		
chúm	Cke		
bơn	b1Z		
khốm	Kzs		
cỏn	cSR		
choảng	C8R		
